,adjclose,close,date,high,low,open,volume
0,65.93826293945312,67.0,1478529000,67.33000183105469,66.6500015258789,66.8499984741211,4012100
1,66.00714874267578,67.06999969482422,1478615400,67.26000213623047,66.30999755859375,66.79000091552734,3947700
2,67.65069580078125,68.73999786376953,1478701800,69.0,67.05999755859375,67.16000366210938,9319100
3,68.99897766113281,70.11000061035156,1478788200,70.4000015258789,69.05000305175781,69.23999786376953,9418700
4,69.38279724121094,70.5,1478874600,70.58999633789062,69.6500015258789,69.97000122070312,4656100
5,71.27236938476562,72.41999816894531,1479133800,72.68000030517578,70.62999725341797,70.80000305175781,8026400
6,71.32157897949219,72.47000122070312,1479220200,72.4800033569336,71.23999786376953,72.12999725341797,4431200
7,70.54410552978516,71.68000030517578,1479306600,72.4000015258789,71.27999877929688,71.94999694824219,4469200
8,70.64250946044922,71.77999877929688,1479393000,72.0,71.31999969482422,71.36000061035156,3797400
9,69.8748779296875,71.0,1479479400,71.5999984741211,70.7699966430664,71.52999877929688,5430600
10,70.40631866455078,71.54000091552734,1479738600,71.66999816894531,70.95999908447266,71.30999755859375,3368200
11,70.5834732055664,71.72000122070312,1479825000,71.87999725341797,70.87000274658203,71.81999969482422,4086200
12,71.72508239746094,72.87999725341797,1479911400,72.91999816894531,71.51000213623047,71.94000244140625,4661400
13,71.70539855957031,72.86000061035156,1480084200,73.18000030517578,72.45999908447266,72.97000122070312,1900400
14,70.9869613647461,72.12999725341797,1480343400,72.7699966430664,71.97000122070312,72.52999877929688,4467700
15,70.35710906982422,71.48999786376953,1480429800,72.26000213623047,71.38999938964844,72.19999694824219,3814800
16,70.89839172363281,72.04000091552734,1480516200,72.33000183105469,71.77999877929688,72.0,4812500
17,71.38063049316406,72.52999877929688,1480602600,72.7699966430664,71.77999877929688,72.44999694824219,4298200
18,70.72125244140625,71.86000061035156,1480689000,72.66000366210938,71.43000030517578,72.5199966430664,2959100
19,70.8885498046875,72.02999877929688,1480948200,72.63999938964844,71.98999786376953,72.33000183105469,3929100
20,71.16410827636719,72.30999755859375,1481034600,72.73999786376953,72.08000183105469,72.47000122070312,3843900
21,73.11273956298828,74.29000091552734,1481121000,74.72000122070312,72.2300033569336,72.47000122070312,5801500
22,73.72291564941406,74.91000366210938,1481207400,75.19999694824219,73.98999786376953,74.80000305175781,3415800
23,73.58513641357422,74.7699966430664,1481293800,74.91000366210938,74.29000091552734,74.83999633789062,2566900
24,72.41398620605469,73.58000183105469,1481553000,74.69999694824219,73.1500015258789,74.69999694824219,3654900
25,72.66986846923828,73.83999633789062,1481639400,74.2300033569336,73.11000061035156,73.66999816894531,2892900
26,72.89622497558594,74.06999969482422,1481725800,75.7300033569336,73.23999786376953,73.52999877929688,5415800
27,73.75244140625,74.94000244140625,1481812200,75.73999786376953,74.33999633789062,74.54000091552734,4061600
28,73.81148529052734,75.0,1481898600,75.37999725341797,74.58000183105469,75.29000091552734,7424000
29,73.36861419677734,74.55000305175781,1482157800,75.12999725341797,74.13999938964844,74.68000030517578,3076600
30,73.87053680419922,75.05999755859375,1482244200,75.5,74.52999877929688,75.0,3244900
31,74.12641906738281,75.31999969482422,1482330600,75.56999969482422,74.69000244140625,75.11000061035156,3244500
32,73.39814758300781,74.58000183105469,1482417000,75.37000274658203,74.5,75.0,2865200
33,73.78196716308594,74.97000122070312,1482503400,75.23999786376953,74.73999786376953,74.73999786376953,1950400
34,73.79180145263672,74.9800033569336,1482849000,75.11000061035156,74.79000091552734,75.0999984741211,2049400
35,73.19147491455078,74.37000274658203,1482935400,75.37999725341797,74.1500015258789,75.02999877929688,2517300
36,72.74859619140625,73.91999816894531,1483021800,74.68000030517578,73.5,74.2699966430664,2568000
37,72.90606689453125,74.08000183105469,1483108200,74.33999633789062,73.83999633789062,73.95999908447266,3378800
38,74.15593719482422,75.3499984741211,1483453800,75.75,74.73999786376953,74.88999938964844,5853900
39,75.37162017822266,76.26000213623047,1483540200,76.55000305175781,75.05999755859375,75.26000213623047,4635800
40,74.44256591796875,75.31999969482422,1483626600,76.18000030517578,74.81999969482422,76.0,3383000
41,74.59081268310547,75.47000122070312,1483713000,75.91999816894531,75.05999755859375,75.4000015258789,3089600
42,74.97627258300781,75.86000061035156,1483972200,76.5,75.52999877929688,76.13999938964844,4800900
43,75.75707244873047,76.6500015258789,1484058600,78.0,76.12000274658203,76.5199966430664,9561400
44,76.01404571533203,76.91000366210938,1484145000,77.44000244140625,76.0999984741211,76.66999816894531,4500200
45,75.98439025878906,76.87999725341797,1484231400,76.94999694824219,75.83999633789062,76.83000183105469,4056700
46,75.72742462158203,76.62000274658203,1484317800,77.62999725341797,76.41000366210938,76.93000030517578,3454300
47,75.70765686035156,76.5999984741211,1484663400,77.69999694824219,76.47000122070312,77.4000015258789,6431600
48,76.58728790283203,77.48999786376953,1484749800,77.61000061035156,76.51000213623047,77.11000061035156,5988400
49,75.7966079711914,76.69000244140625,1484836200,77.77999877929688,76.61000061035156,77.61000061035156,8111400
50,75.31230926513672,76.19999694824219,1484922600,76.91000366210938,75.38999938964844,75.98999786376953,8465900
51,75.08499145507812,75.97000122070312,1485181800,76.4800033569336,75.7300033569336,75.91999816894531,4444300
52,76.52798461914062,77.43000030517578,1485268200,77.66000366210938,76.08999633789062,76.33000183105469,4024300
53,75.99427032470703,76.88999938964844,1485354600,78.0199966430664,76.4000015258789,78.0,5278300
54,76.0338134765625,76.93000030517578,1485441000,77.45999908447266,76.62999725341797,76.94999694824219,3344900
55,75.95474243164062,76.8499984741211,1485527400,77.30000305175781,76.54000091552734,77.0,3530900
56,76.37973022460938,77.27999877929688,1485786600,77.31999969482422,76.54000091552734,76.83000183105469,5344500
57,75.4902114868164,76.37999725341797,1485873000,77.25,75.97000122070312,76.86000061035156,5568100
58,75.86579132080078,76.76000213623047,1485959400,77.44000244140625,76.58000183105469,76.8499984741211,3916800
59,75.61870574951172,76.51000213623047,1486045800,76.88999938964844,76.05999755859375,76.2300033569336,3655500
60,77.1308822631836,78.04000091552734,1486132200,78.41999816894531,76.91000366210938,77.13999938964844,5235800
61,76.91344451904297,77.81999969482422,1486391400,78.41000366210938,77.4800033569336,77.72000122070312,3229500
62,76.81460571289062,77.72000122070312,1486477800,78.37999725341797,77.5199966430664,78.05999755859375,2060200
63,76.8936767578125,77.80000305175781,1486564200,77.94000244140625,77.08000183105469,77.54000091552734,2223100
64,77.26924896240234,78.18000030517578,1486650600,78.37000274658203,77.66999816894531,77.80000305175781,3031800
65,77.56575012207031,78.4800033569336,1486737000,78.69000244140625,78.2300033569336,78.5,2191200
66,77.9907455444336,78.91000366210938,1486996200,79.18000030517578,78.4800033569336,78.81999969482422,3317100
67,78.48491668701172,79.41000366210938,1487082600,79.44999694824219,78.66999816894531,79.0,3500800
68,78.67269897460938,79.5999984741211,1487169000,80.0999984741211,78.66999816894531,79.79000091552734,5704100
69,78.58374786376953,79.51000213623047,1487255400,79.5999984741211,78.91999816894531,79.45999908447266,4295000
70,78.78141784667969,79.70999908447266,1487341800,79.77999877929688,78.9000015258789,79.22000122070312,2690300
71,79.03839111328125,79.97000122070312,1487687400,80.44999694824219,79.63999938964844,79.91999816894531,3505500
72,78.92967224121094,79.86000061035156,1487773800,79.97000122070312,79.38999938964844,79.83000183105469,2943000
